API,Module,Controller,Handler,Request DTO,Response DTO,Permission,Enforcement Status,Source
POST /api/v1/reporting/queue-report-run,reporting,SpringReportingController,queueReportRun,CreateReportDefinitionRequest; GenerateReportArtifactRequest; QueueReportRunRequest; RequestReportRequest; package-info,ReportDefinitionResponse; ReportOutputArtifactResponse; ReportRequestResponse; ReportRunResponse; package-info,HIDRA_REPORTING_QUEUE_REPORT_RUN_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/reporting/api/rest/controller/SpringReportingController.java
POST /api/v1/reporting/request-report,reporting,SpringReportingController,requestReport,CreateReportDefinitionRequest; GenerateReportArtifactRequest; QueueReportRunRequest; RequestReportRequest; package-info,ReportDefinitionResponse; ReportOutputArtifactResponse; ReportRequestResponse; ReportRunResponse; package-info,HIDRA_REPORTING_REQUEST_REPORT_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/reporting/api/rest/controller/SpringReportingController.java
POST /api/v1/reporting/requests,reporting,SpringReportingController,requestReport,CreateReportDefinitionRequest; GenerateReportArtifactRequest; QueueReportRunRequest; RequestReportRequest; package-info,ReportDefinitionResponse; ReportOutputArtifactResponse; ReportRequestResponse; ReportRunResponse; package-info,HIDRA_REPORTING_REQUESTS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/reporting/api/rest/controller/SpringReportingController.java
POST /api/v1/reporting/runs,reporting,SpringReportingController,queueReportRun,CreateReportDefinitionRequest; GenerateReportArtifactRequest; QueueReportRunRequest; RequestReportRequest; package-info,ReportDefinitionResponse; ReportOutputArtifactResponse; ReportRequestResponse; ReportRunResponse; package-info,HIDRA_REPORTING_RUNS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/reporting/api/rest/controller/SpringReportingController.java
POST /api/v1/risk/add-risk-evidence,risk,SpringRiskController,addRiskEvidence,AddRiskEvidenceRequest; CreateRiskAssessmentRequest; CreateRiskRegisterRequest; package-info,RiskAssessmentResponse; RiskRegisterResponse; package-info,HIDRA_RISK_ADD_RISK_EVIDENCE_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/risk/api/rest/controller/SpringRiskController.java
POST /api/v1/risk/assessments,risk,SpringRiskController,createRiskAssessment,AddRiskEvidenceRequest; CreateRiskAssessmentRequest; CreateRiskRegisterRequest; package-info,RiskAssessmentResponse; RiskRegisterResponse; package-info,HIDRA_RISK_ASSESSMENTS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/risk/api/rest/controller/SpringRiskController.java
GET /api/v1/risk/capabilities,risk,SpringRiskController,capabilities,Unable to determine from static route evidence,RiskAssessmentResponse; RiskRegisterResponse; package-info,HIDRA_RISK_CAPABILITIES_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/risk/api/rest/controller/SpringRiskController.java
POST /api/v1/risk/create-risk-assessment,risk,SpringRiskController,createRiskAssessment,AddRiskEvidenceRequest; CreateRiskAssessmentRequest; CreateRiskRegisterRequest; package-info,RiskAssessmentResponse; RiskRegisterResponse; package-info,HIDRA_RISK_CREATE_RISK_ASSESSMENT_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/risk/api/rest/controller/SpringRiskController.java
POST /api/v1/risk/create-risk-register,risk,SpringRiskController,createRiskRegister,AddRiskEvidenceRequest; CreateRiskAssessmentRequest; CreateRiskRegisterRequest; package-info,RiskAssessmentResponse; RiskRegisterResponse; package-info,HIDRA_RISK_CREATE_RISK_REGISTER_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/risk/api/rest/controller/SpringRiskController.java
POST /api/v1/risk/evidence,risk,SpringRiskController,addRiskEvidence,AddRiskEvidenceRequest; CreateRiskAssessmentRequest; CreateRiskRegisterRequest; package-info,RiskAssessmentResponse; RiskRegisterResponse; package-info,HIDRA_RISK_EVIDENCE_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/risk/api/rest/controller/SpringRiskController.java
POST /api/v1/risk/registers,risk,SpringRiskController,createRiskRegister,AddRiskEvidenceRequest; CreateRiskAssessmentRequest; CreateRiskRegisterRequest; package-info,RiskAssessmentResponse; RiskRegisterResponse; package-info,HIDRA_RISK_REGISTERS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/risk/api/rest/controller/SpringRiskController.java
GET /api/v1/security/permissions/catalog,security,HidraPermissionCatalogController,catalog,Unable to determine from static route evidence,Map/List/Object or unable to determine from available evidence,HIDRA_SECURITY_PERMISSIONS_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/platform/permissions/HidraPermissionCatalogController.java
GET /api/v1/security/permissions/routes,security,HidraPermissionCatalogController,routes,Unable to determine from static route evidence,Map/List/Object or unable to determine from available evidence,HIDRA_SECURITY_PERMISSIONS_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/platform/permissions/HidraPermissionCatalogController.java
GET /api/v1/simulation/capabilities,simulation,SpringSimulationController,capabilities,Unable to determine from static route evidence,SimulationModelResponse; SimulationRecommendationResponse; SimulationRunResponse; SimulationScenarioResponse; package-info,HIDRA_SIMULATION_CAPABILITIES_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/simulation/api/rest/controller/SpringSimulationController.java
POST /api/v1/simulation/create-simulation-model,simulation,SpringSimulationController,createSimulationModel,CreateSimulationModelRequest; CreateSimulationScenarioRequest; PublishSimulationRecommendationRequest; QueueSimulationRunRequest; package-info,SimulationModelResponse; SimulationRecommendationResponse; SimulationRunResponse; SimulationScenarioResponse; package-info,HIDRA_SIMULATION_CREATE_SIMULATION_MODEL_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/simulation/api/rest/controller/SpringSimulationController.java
POST /api/v1/simulation/create-simulation-scenario,simulation,SpringSimulationController,createSimulationScenario,CreateSimulationModelRequest; CreateSimulationScenarioRequest; PublishSimulationRecommendationRequest; QueueSimulationRunRequest; package-info,SimulationModelResponse; SimulationRecommendationResponse; SimulationRunResponse; SimulationScenarioResponse; package-info,HIDRA_SIMULATION_CREATE_SIMULATION_SCENARIO_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/simulation/api/rest/controller/SpringSimulationController.java
POST /api/v1/simulation/models,simulation,SpringSimulationController,createSimulationModel,CreateSimulationModelRequest; CreateSimulationScenarioRequest; PublishSimulationRecommendationRequest; QueueSimulationRunRequest; package-info,SimulationModelResponse; SimulationRecommendationResponse; SimulationRunResponse; SimulationScenarioResponse; package-info,HIDRA_SIMULATION_MODELS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/simulation/api/rest/controller/SpringSimulationController.java
POST /api/v1/simulation/publish-simulation-recommendation,simulation,SpringSimulationController,publishSimulationRecommendation,CreateSimulationModelRequest; CreateSimulationScenarioRequest; PublishSimulationRecommendationRequest; QueueSimulationRunRequest; package-info,SimulationModelResponse; SimulationRecommendationResponse; SimulationRunResponse; SimulationScenarioResponse; package-info,HIDRA_SIMULATION_PUBLISH_SIMULATION_RECOMMENDATION_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/simulation/api/rest/controller/SpringSimulationController.java
POST /api/v1/simulation/queue-simulation-run,simulation,SpringSimulationController,queueSimulationRun,CreateSimulationModelRequest; CreateSimulationScenarioRequest; PublishSimulationRecommendationRequest; QueueSimulationRunRequest; package-info,SimulationModelResponse; SimulationRecommendationResponse; SimulationRunResponse; SimulationScenarioResponse; package-info,HIDRA_SIMULATION_QUEUE_SIMULATION_RUN_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/simulation/api/rest/controller/SpringSimulationController.java
POST /api/v1/simulation/recommendations,simulation,SpringSimulationController,publishSimulationRecommendation,CreateSimulationModelRequest; CreateSimulationScenarioRequest; PublishSimulationRecommendationRequest; QueueSimulationRunRequest; package-info,SimulationModelResponse; SimulationRecommendationResponse; SimulationRunResponse; SimulationScenarioResponse; package-info,HIDRA_SIMULATION_RECOMMENDATIONS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/simulation/api/rest/controller/SpringSimulationController.java
POST /api/v1/simulation/runs,simulation,SpringSimulationController,queueSimulationRun,CreateSimulationModelRequest; CreateSimulationScenarioRequest; PublishSimulationRecommendationRequest; QueueSimulationRunRequest; package-info,SimulationModelResponse; SimulationRecommendationResponse; SimulationRunResponse; SimulationScenarioResponse; package-info,HIDRA_SIMULATION_RUNS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/simulation/api/rest/controller/SpringSimulationController.java
POST /api/v1/simulation/scenarios,simulation,SpringSimulationController,createSimulationScenario,CreateSimulationModelRequest; CreateSimulationScenarioRequest; PublishSimulationRecommendationRequest; QueueSimulationRunRequest; package-info,SimulationModelResponse; SimulationRecommendationResponse; SimulationRunResponse; SimulationScenarioResponse; package-info,HIDRA_SIMULATION_SCENARIOS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/simulation/api/rest/controller/SpringSimulationController.java
GET /api/v1/telemetry/capabilities,telemetry,SpringTelemetryController,capabilities,Unable to determine from static route evidence,TelemetryPointResponse; TelemetrySourceResponse; package-info,HIDRA_TELEMETRY_CAPABILITIES_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/telemetry/api/rest/controller/SpringTelemetryController.java
POST /api/v1/telemetry/create-telemetry-source,telemetry,SpringTelemetryController,createTelemetrySource,CreateTelemetrySourceRequest; RegisterTelemetryPointRequest; package-info,TelemetryPointResponse; TelemetrySourceResponse; package-info,HIDRA_TELEMETRY_CREATE_TELEMETRY_SOURCE_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/telemetry/api/rest/controller/SpringTelemetryController.java
POST /api/v1/telemetry/points,telemetry,SpringTelemetryController,registerTelemetryPoint,CreateTelemetrySourceRequest; RegisterTelemetryPointRequest; package-info,TelemetryPointResponse; TelemetrySourceResponse; package-info,HIDRA_TELEMETRY_POINTS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/telemetry/api/rest/controller/SpringTelemetryController.java
POST /api/v1/telemetry/register-telemetry-point,telemetry,SpringTelemetryController,registerTelemetryPoint,CreateTelemetrySourceRequest; RegisterTelemetryPointRequest; package-info,TelemetryPointResponse; TelemetrySourceResponse; package-info,HIDRA_TELEMETRY_REGISTER_TELEMETRY_POINT_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/telemetry/api/rest/controller/SpringTelemetryController.java
POST /api/v1/telemetry/sources,telemetry,SpringTelemetryController,createTelemetrySource,CreateTelemetrySourceRequest; RegisterTelemetryPointRequest; package-info,TelemetryPointResponse; TelemetrySourceResponse; package-info,HIDRA_TELEMETRY_SOURCES_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/telemetry/api/rest/controller/SpringTelemetryController.java
GET /api/v1/topology/capabilities,topology,SpringTopologyController,capabilities,Unable to determine from static route evidence,FacilityResponse; PipelineSystemResponse; package-info,HIDRA_TOPOLOGY_CAPABILITIES_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/topology/api/rest/controller/SpringTopologyController.java
POST /api/v1/topology/create-pipeline-system,topology,SpringTopologyController,createPipelineSystem,CreatePipelineSystemRequest; RegisterFacilityRequest; package-info,FacilityResponse; PipelineSystemResponse; package-info,HIDRA_TOPOLOGY_CREATE_PIPELINE_SYSTEM_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/topology/api/rest/controller/SpringTopologyController.java
POST /api/v1/topology/facilities,topology,SpringTopologyController,registerFacility,CreatePipelineSystemRequest; RegisterFacilityRequest; package-info,FacilityResponse; PipelineSystemResponse; package-info,HIDRA_TOPOLOGY_FACILITIES_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/topology/api/rest/controller/SpringTopologyController.java
GET /api/v1/topology/map/geojson,topology,TopologyMapController,geoJson,Unable to determine from static route evidence,FacilityResponse; PipelineSystemResponse; package-info,HIDRA_TOPOLOGY_MAP_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/topology/api/rest/controller/TopologyMapController.java
GET /api/v1/topology/map/layers,topology,TopologyMapController,layers,Unable to determine from static route evidence,FacilityResponse; PipelineSystemResponse; package-info,HIDRA_TOPOLOGY_MAP_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/topology/api/rest/controller/TopologyMapController.java
GET /api/v1/topology/map/layers/{layerId},topology,TopologyMapController,layer,Unable to determine from static route evidence,FacilityResponse; PipelineSystemResponse; package-info,HIDRA_TOPOLOGY_MAP_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/topology/api/rest/controller/TopologyMapController.java
GET /api/v1/topology/map/layers/{layerId}/features,topology,TopologyMapController,features,Unable to determine from static route evidence,FacilityResponse; PipelineSystemResponse; package-info,HIDRA_TOPOLOGY_MAP_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/topology/api/rest/controller/TopologyMapController.java
GET /api/v1/topology/map/search,topology,TopologyMapController,search,Unable to determine from static route evidence,FacilityResponse; PipelineSystemResponse; package-info,HIDRA_TOPOLOGY_MAP_SEARCH,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/topology/api/rest/controller/TopologyMapController.java
POST /api/v1/topology/pipeline-systems,topology,SpringTopologyController,createPipelineSystem,CreatePipelineSystemRequest; RegisterFacilityRequest; package-info,FacilityResponse; PipelineSystemResponse; package-info,HIDRA_TOPOLOGY_PIPELINE_SYSTEMS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/topology/api/rest/controller/SpringTopologyController.java
POST /api/v1/topology/register-facility,topology,SpringTopologyController,registerFacility,CreatePipelineSystemRequest; RegisterFacilityRequest; package-info,FacilityResponse; PipelineSystemResponse; package-info,HIDRA_TOPOLOGY_REGISTER_FACILITY_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/topology/api/rest/controller/SpringTopologyController.java
GET /api/v1/workbench/modules,modules,HidraOperationalWorkbenchController,modules,Unable to determine from static route evidence,Map/List/Object or unable to determine from available evidence,HIDRA_MODULES_RESOURCES_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/platform/workbench/HidraOperationalWorkbenchController.java
GET /api/v1/workbench/{module}/resources,dynamic-module,HidraOperationalWorkbenchController,resources,Unable to determine from static route evidence,Map/List/Object or unable to determine from available evidence,HIDRA_DYNAMIC_MODULE_RESOURCES_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/platform/workbench/HidraOperationalWorkbenchController.java
GET /api/v1/workbench/{module}/{resource},dynamic-module,HidraOperationalWorkbenchController,list,Unable to determine from static route evidence,Map/List/Object or unable to determine from available evidence,HIDRA_DYNAMIC_MODULE_DYNAMIC_RESOURCE_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/platform/workbench/HidraOperationalWorkbenchController.java
POST /api/v1/workbench/{module}/{resource}/search,dynamic-module,HidraOperationalWorkbenchController,search,Unable to determine from available evidence,Map/List/Object or unable to determine from available evidence,HIDRA_DYNAMIC_MODULE_DYNAMIC_RESOURCE_SEARCH,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/platform/workbench/HidraOperationalWorkbenchController.java
GET /api/v1/workbench/{module}/{resource}/{id},dynamic-module,HidraOperationalWorkbenchController,detail,Unable to determine from static route evidence,Map/List/Object or unable to determine from available evidence,HIDRA_DYNAMIC_MODULE_DYNAMIC_RESOURCE_DETAIL,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/platform/workbench/HidraOperationalWorkbenchController.java
POST /api/v1/workflow/actions,workflow,SpringWorkflowController,recordWorkflowAction,CreateWorkflowTaskRequest; RecordWorkflowActionRequest; StartWorkflowInstanceRequest; package-info,WorkflowActionResponse; WorkflowInstanceResponse; WorkflowTaskResponse; package-info,HIDRA_WORKFLOW_ACTIONS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/workflow/api/rest/controller/SpringWorkflowController.java
GET /api/v1/workflow/capabilities,workflow,SpringWorkflowController,capabilities,Unable to determine from static route evidence,WorkflowActionResponse; WorkflowInstanceResponse; WorkflowTaskResponse; package-info,HIDRA_WORKFLOW_CAPABILITIES_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/workflow/api/rest/controller/SpringWorkflowController.java
POST /api/v1/workflow/create-workflow-task,workflow,SpringWorkflowController,createWorkflowTask,CreateWorkflowTaskRequest; RecordWorkflowActionRequest; StartWorkflowInstanceRequest; package-info,WorkflowActionResponse; WorkflowInstanceResponse; WorkflowTaskResponse; package-info,HIDRA_WORKFLOW_CREATE_WORKFLOW_TASK_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/workflow/api/rest/controller/SpringWorkflowController.java
POST /api/v1/workflow/instances,workflow,SpringWorkflowController,startWorkflowInstance,CreateWorkflowTaskRequest; RecordWorkflowActionRequest; StartWorkflowInstanceRequest; package-info,WorkflowActionResponse; WorkflowInstanceResponse; WorkflowTaskResponse; package-info,HIDRA_WORKFLOW_INSTANCES_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/workflow/api/rest/controller/SpringWorkflowController.java
POST /api/v1/workflow/record-workflow-action,workflow,SpringWorkflowController,recordWorkflowAction,CreateWorkflowTaskRequest; RecordWorkflowActionRequest; StartWorkflowInstanceRequest; package-info,WorkflowActionResponse; WorkflowInstanceResponse; WorkflowTaskResponse; package-info,HIDRA_WORKFLOW_RECORD_WORKFLOW_ACTION_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/workflow/api/rest/controller/SpringWorkflowController.java
POST /api/v1/workflow/start-workflow-instance,workflow,SpringWorkflowController,startWorkflowInstance,CreateWorkflowTaskRequest; RecordWorkflowActionRequest; StartWorkflowInstanceRequest; package-info,WorkflowActionResponse; WorkflowInstanceResponse; WorkflowTaskResponse; package-info,HIDRA_WORKFLOW_START_WORKFLOW_INSTANCE_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/workflow/api/rest/controller/SpringWorkflowController.java
POST /api/v1/workflow/tasks,workflow,SpringWorkflowController,createWorkflowTask,CreateWorkflowTaskRequest; RecordWorkflowActionRequest; StartWorkflowInstanceRequest; package-info,WorkflowActionResponse; WorkflowInstanceResponse; WorkflowTaskResponse; package-info,HIDRA_WORKFLOW_TASKS_EXECUTE,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/modules/workflow/api/rest/controller/SpringWorkflowController.java
GET /api/v1/{module}/workbench/resources,dynamic-module,HidraOperationalWorkbenchController,resources,Unable to determine from static route evidence,Map/List/Object or unable to determine from available evidence,HIDRA_DYNAMIC_MODULE_WORKBENCH_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/platform/workbench/HidraOperationalWorkbenchController.java
GET /api/v1/{module}/workbench/{resource},dynamic-module,HidraOperationalWorkbenchController,list,Unable to determine from static route evidence,Map/List/Object or unable to determine from available evidence,HIDRA_DYNAMIC_MODULE_WORKBENCH_READ,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/platform/workbench/HidraOperationalWorkbenchController.java
POST /api/v1/{module}/workbench/{resource}/search,dynamic-module,HidraOperationalWorkbenchController,search,Unable to determine from available evidence,Map/List/Object or unable to determine from available evidence,HIDRA_DYNAMIC_MODULE_WORKBENCH_SEARCH,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/platform/workbench/HidraOperationalWorkbenchController.java
GET /api/v1/{module}/workbench/{resource}/{id},dynamic-module,HidraOperationalWorkbenchController,detail,Unable to determine from static route evidence,Map/List/Object or unable to determine from available evidence,HIDRA_DYNAMIC_MODULE_WORKBENCH_DETAIL,Derived metadata; route-specific backend @PreAuthorize evidence unavailable,src/main/java/dz/sh/hidra/platform/workbench/HidraOperationalWorkbenchController.java
